Actual,Predicted
21.83,21.716
13.99,13.99
12.99,12.99
9.76,9.76
3.99,3.99
7.99,7.99
3.72,3.72
10.59,10.59
12.99,12.99
8.99,8.99
4.49,4.49
24.5,24.5
4.09,4.09
7.99,7.99
6.99,6.99
7.99,7.99
3.99,3.99
5.67,5.67
13.99,13.99
19.99,19.99
6.99,6.99
11.48,11.48
6.99,6.99
9.99,9.99
19.53,19.53
6.99,6.99
9.51,9.51
13.99,13.99
7.99,7.99
9.51,9.51
10.99,10.99
29.99,33.819
19.53,19.53
7.99,7.99
14.36,14.36
4.09,4.09
17.99,17.99
12.99,12.99
10.99,10.99
14.99,14.99
6.36,6.36
6.59,6.59
19.99,19.99
12.99,12.99
16.98,16.98
7.99,7.99
8.72,8.72
15.99,15.99
3.99,3.99
3.99,3.99
7.99,7.99
20.68,20.68
6.99,6.99
13.99,13.99
15.79,15.79
27.99,27.99
11.48,11.48
14.99,14.99
8.0,8.0
5.79,5.79
14.99,14.99
18.99,18.99
6.99,6.99
7.99,7.99
7.99,7.99
9.99,9.99
7.99,7.99
4.98,4.98
5.79,5.79
3.99,3.99
7.49,7.49
7.99,7.99
3.99,3.99
11.48,11.48
8.99,8.99
14.36,14.36
3.02,3.02
9.99,9.99
9.99,9.99
12.99,12.99
3.99,3.99
8.99,8.99
9.99,9.99
6.99,6.99
9.99,9.99
19.99,19.99
9.99,9.99
14.99,14.99
19.53,19.53
10.99,10.99
3.99,3.99
9.49,9.49
12.99,12.99
3.99,3.99
3.99,3.99
22.98,22.98
12.99,12.99
5.99,5.99
4.99,4.99
7.99,7.99
19.99,19.99
5.79,5.79
8.99,8.99
11.48,11.48
5.99,5.99
7.19,7.19
7.99,7.99
9.99,9.99
12.99,12.99
7.99,7.99
7.99,7.99
10.19,10.19
6.99,6.99
11.48,11.48
12.99,12.99
6.99,6.99
9.51,9.51
18.99,18.99
6.99,6.99
6.36,6.36
12.99,12.99
12.99,12.99
11.48,11.48
27.99,27.99
9.1,9.1
4.2,4.2
14.36,14.36
8.39,8.39
7.99,7.99
10.59,10.59
8.99,8.99
9.99,9.99
18.79,18.79
6.59,6.59
12.99,12.99
12.99,12.99
19.99,19.99
4.99,4.99
4.49,4.49
6.99,6.99
6.99,6.99
15.49,15.49
12.99,12.99
10.49,10.49
3.99,3.99
17.99,17.99
14.36,14.36
14.99,14.99
11.48,11.48
12.99,12.99
19.53,19.53
26.43,26.226
9.99,9.99
18.79,18.79
7.99,7.99
6.99,6.99
12.99,12.99
10.19,10.19
12.99,12.99
25.28,25.28
2.02,2.02
14.99,14.99
6.99,6.99
3.99,3.99
11.99,11.99
15.29,15.29
2.27,2.27
9.99,9.99
7.99,7.99
12.99,12.99
5.99,5.99
11.48,11.48
10.49,10.49
3.99,3.99
7.99,7.99
10.19,10.19
12.99,12.99
3.99,3.99
9.99,9.99
9.99,9.99
4.99,4.99
3.02,3.02
7.99,7.99
3.99,3.99
3.72,3.72
3.99,3.99
5.99,5.99
7.99,10.503
11.49,11.49
7.99,10.503
9.99,9.99
12.99,12.99
7.99,7.99
9.99,9.99
12.99,12.99
26.43,26.226
7.49,7.49
24.13,24.13
17.99,17.99
7.99,7.99
13.78,13.78
3.99,3.99
2.27,2.27
9.99,9.99
33.99,33.819
14.99,14.99
3.99,3.99
12.99,12.99
9.99,9.99
3.99,3.99
7.99,7.99
12.99,12.99
7.99,7.99
6.36,6.36
9.99,9.99
14.99,14.99
15.79,15.79
6.99,6.99
10.49,10.49
3.99,3.99
12.99,12.99
269.0,269.0
8.99,8.99
9.99,9.99
5.94,5.94
3.99,3.99
13.99,13.99
7.99,7.99
9.99,9.99
6.99,6.99
7.99,7.99
10.59,10.59
10.49,10.49
3.99,3.99
13.99,13.99
3.99,3.99
7.99,7.99
17.99,17.99
20.99,20.99
7.99,7.99
7.99,7.99
6.49,6.49
7.49,7.49
22.98,22.98
9.49,9.49
6.99,6.99
6.99,6.99
16.41,16.41
11.99,11.99
4.49,4.49
3.72,3.72
11.99,11.99
12.99,12.99
14.36,14.36
3.99,3.99
9.99,9.99
7.49,7.49
7.99,7.99
7.99,7.99
21.99,21.99
9.49,9.49
6.99,6.99
9.99,9.99
8.99,8.99
3.78,3.78
12.56,12.56
3.99,3.99
7.46,7.46
6.99,6.99
11.99,11.99
13.99,13.99
24.5,24.5
10.99,10.99
18.99,18.99
11.48,11.48
3.99,3.99
11.99,11.99
3.99,3.99
5.99,5.99
3.78,3.78
11.99,11.99
14.36,14.36
12.99,12.99
13.99,13.99
6.99,6.99
9.99,9.99
12.99,10.503
2.27,2.27
9.49,9.49
12.99,12.99
13.78,13.78
12.99,12.99
9.99,9.99
7.99,7.99
12.99,12.99
9.49,9.49
9.99,9.99
6.99,6.99
13.78,13.78
11.99,11.99
9.49,9.49
9.49,9.49
9.49,9.49
13.78,13.78
17.99,17.99
7.49,7.49
6.99,6.99
11.48,11.48
5.79,5.79
7.99,7.99
9.99,9.99
12.99,12.99
3.99,3.99
6.99,6.99
5.99,5.99
5.99,5.99
5.99,5.99
11.48,11.48
3.99,3.99
12.99,12.99
12.99,10.503
16.98,16.98
5.79,5.79
13.27,13.27
10.99,10.99
17.99,17.99
17.23,17.23
12.99,12.99
6.99,6.99
7.99,7.99
7.49,7.49
26.99,26.574
2.27,2.27
9.1,9.1
24.5,24.5
8.99,8.99
12.99,12.99
9.99,9.99
19.99,19.99
25.28,25.28
12.99,12.99
7.99,7.99
26.43,26.226
9.99,9.99
6.99,6.99
9.99,9.99
18.38,18.38
24.13,24.13
10.99,10.99
6.99,6.99
8.99,8.99
10.99,10.99
11.99,11.99
11.99,11.99
7.49,7.49
3.99,3.99
13.27,13.27
7.99,7.99
9.99,9.99
19.99,19.879
12.99,12.99
6.99,6.99
19.99,19.99
9.99,9.99
14.99,14.99
3.99,3.99
12.99,12.99
11.48,11.48
9.99,9.99
4.99,4.99
3.99,3.99
7.49,7.49
14.99,14.99
10.99,10.99
7.99,7.99
3.02,3.02
9.99,9.99
9.99,9.99
13.78,13.78
17.23,17.23
13.99,13.99
16.98,16.98
6.99,6.99
11.49,11.49
2.9,2.9
9.99,9.99
4.49,4.49
12.99,12.99
9.99,9.99
6.49,6.49
12.99,12.99
18.99,18.99
24.13,24.13
9.51,9.51
7.99,7.99
14.99,14.99
12.99,12.99
7.99,7.99
5.79,5.79
9.99,9.99
6.39,6.39
15.49,15.49
22.98,22.98
19.77,19.77
3.99,3.99
11.48,10.121
9.99,9.99
19.53,19.53
3.99,3.99
9.99,9.99
20.68,20.68
3.99,3.99
8.99,8.99
3.78,3.78
12.99,12.99
12.99,12.99
11.99,11.99
18.38,18.38
4.2,4.2
7.49,7.49
6.99,6.99
9.99,9.99
5.99,5.99
12.99,12.99
10.99,10.99
12.99,12.99
9.99,9.99
4.99,4.99
25.28,25.28
11.46,11.46
15.49,15.49
9.99,9.99
17.23,17.23
12.99,12.99
19.99,19.99
6.99,6.99
2.5,2.5
3.99,3.99
14.99,14.99
9.99,9.99
12.06,12.06
17.99,17.99
8.99,8.99
4.49,4.49
9.99,9.99
5.79,5.79
9.49,9.49
9.99,9.99
15.49,15.49
12.99,12.99
24.41,24.41
4.49,4.49
3.99,3.99
7.99,7.99
7.99,7.99
10.49,10.49
3.99,3.99
4.49,4.49
25.28,25.28
5.79,5.79
7.99,7.99
9.99,9.99
12.24,12.24
5.79,5.79
3.99,3.99
12.99,12.99
7.99,7.99
24.5,24.5
5.79,5.79
9.49,9.49
16.41,16.41
11.48,11.48
11.99,11.99
5.99,5.99
7.99,7.99
6.99,6.99
26.99,26.574
7.99,7.99
6.99,6.99
17.23,17.23
7.99,7.99
14.99,14.99
26.99,26.574
8.99,8.99
8.99,8.99
10.49,10.49
8.99,8.99
9.49,9.49
12.99,12.99
17.99,17.99
13.78,13.78
12.99,12.99
9.49,9.49
6.99,6.99
15.79,15.79
7.99,7.99
20.68,20.68
18.99,18.99
17.23,17.23
7.99,7.99
6.99,6.99
9.49,9.49
6.59,6.59
3.99,3.99
11.48,11.48
4.99,4.99
5.99,5.99
7.99,7.99
7.99,7.99
17.99,17.99
12.56,12.56
9.99,9.99
16.98,16.98
12.99,12.99
2.27,2.27
12.99,12.99
6.99,6.99
22.98,22.98
2.9,2.9
12.99,12.99
9.99,9.99
8.99,8.99
7.99,7.99
7.49,7.49
9.99,9.99
5.99,5.99
5.99,5.99
17.99,17.99
9.99,9.99
24.13,24.13
19.44,19.44
7.99,7.99
6.99,6.99
9.49,9.49
21.25,21.25
9.49,9.49
1.52,1.52
3.99,3.99
13.78,13.78
7.49,7.49
24.13,24.13
10.49,10.49
5.99,5.99
8.99,8.99
12.99,12.99
12.99,12.99
12.99,12.99
33.99,33.819
9.76,9.76
19.99,19.99
3.99,3.99
9.99,9.99
10.99,10.99
3.99,3.99
30.5,30.5
12.99,12.99
8.99,8.99
7.46,7.46
14.99,14.99
4.49,4.49
24.13,24.13
9.99,9.99
19.53,19.53
11.48,11.48
12.99,12.99
19.44,19.44
7.49,7.49
15.79,15.79
14.99,14.99
11.48,11.48
26.43,26.226
3.99,3.99
12.99,12.99
7.99,7.99
2.5,2.5
7.99,7.99
13.99,13.99
9.99,9.99
9.99,9.99
7.99,7.99
21.25,21.25
19.53,19.53
6.99,6.99
9.99,9.99
12.06,12.06
12.99,12.99
26.99,26.99
12.99,12.99
10.99,10.99
14.99,14.99
8.99,8.99
9.99,9.99
21.99,21.99
25.28,25.28
11.48,11.48
9.99,9.99
5.94,5.94
19.99,19.879
30.5,30.5
12.99,12.99
6.99,6.99
12.99,12.99
4.99,4.99
11.48,11.48
26.99,26.99
3.99,3.99
19.53,19.53
3.99,3.99
3.78,3.78
11.48,11.48
9.99,9.99
11.48,11.48
12.99,12.99
3.23,3.23
7.99,7.99
14.99,14.99
5.79,5.79
3.99,3.99
22.98,22.98
6.99,6.99
7.99,7.99
12.99,12.99
24.13,24.13
13.99,13.99
5.79,5.79
21.83,21.716
12.99,12.99
10.99,10.99
12.99,12.99
27.99,27.99
17.99,17.99
20.68,20.68
16.41,16.41
9.99,9.99
7.99,7.99
8.72,8.72
9.99,9.99
6.99,6.99
7.99,7.99
9.99,9.99
6.59,6.59
4.2,4.2
4.49,4.49
7.99,7.99
5.67,5.67
12.99,12.99
7.99,7.99
7.99,7.99
7.49,7.49
4.49,4.49
6.89,6.89
12.24,12.24
9.49,9.49
8.99,8.99
3.99,3.99
9.49,9.49
11.99,11.99
12.06,12.06
7.99,7.99
5.21,5.21
2.5,2.5
6.99,6.99
8.99,8.99
11.48,11.48
7.99,7.99
9.99,9.99
10.99,10.99
9.99,9.99
3.99,3.99
4.49,4.49
12.56,12.56
6.99,6.99
11.48,10.121
7.99,7.99
3.99,3.99
14.99,14.99
9.99,9.99
19.77,19.77
7.49,7.49
9.49,9.49
12.06,12.06
2.27,2.27
3.99,3.99
5.99,5.99
9.99,9.99
5.79,5.79
10.99,10.99
7.19,7.19
10.58,10.58
8.99,8.99
2.02,2.02
9.99,9.99
5.49,2.61
7.99,7.99
12.99,12.99
7.99,10.503
12.99,12.99
12.99,12.99
5.99,5.99
12.99,12.99
7.99,7.99
12.99,12.99
3.99,3.99
3.99,3.99
26.99,26.574
3.78,3.78
18.38,18.38
3.99,3.99
19.99,19.879
3.99,3.99
3.72,3.72
2.9,2.9
6.99,6.99
24.41,24.41
5.99,5.99
13.78,13.78
17.23,17.23
3.99,3.99
5.99,5.99
11.48,11.48
27.99,27.99
8.99,8.99
10.99,10.99
20.68,20.68
7.99,7.99
9.99,9.99
9.99,9.99
9.99,9.99
7.99,7.99
18.79,18.79
10.19,10.19
4.2,4.2
12.99,12.99
9.99,9.99
2.5,2.5
9.49,9.49
7.99,7.99
7.49,7.49
3.99,3.99
3.99,3.99
23.99,23.99
14.99,14.99
12.99,12.99
14.99,14.99
3.99,3.99
12.99,12.99
3.99,3.99
12.99,12.99
7.49,7.49
11.48,11.48
6.99,6.99
22.98,22.98
27.99,27.99
7.99,7.99
9.1,9.1
12.99,12.99
15.79,15.79
7.99,7.99
22.98,22.98
11.48,11.48
4.49,4.49
7.49,7.49
4.49,4.49
8.99,8.99
5.99,5.99
6.99,6.99
4.09,4.09
7.99,7.99
5.79,5.79
12.99,12.99
19.77,19.77
4.49,4.49
9.76,9.76
12.99,12.99
9.99,9.99
3.99,3.99
9.99,9.99
7.63,7.63
5.99,5.99
6.99,6.99
18.99,18.99
4.49,4.49
4.49,4.49
10.99,10.99
33.99,33.819
11.48,11.48
7.99,7.99
3.99,3.99
18.38,18.38
5.79,5.79
13.8,13.8
12.99,12.99
5.94,5.94
12.99,12.99
12.99,12.99
7.99,7.99
7.99,7.99
15.29,15.29
12.99,12.99
9.99,9.99
7.99,7.99
9.99,9.99
15.49,15.49
3.99,3.99
6.99,6.99
9.49,9.49
3.99,3.99
7.99,7.99
3.99,3.99
3.99,3.99
8.99,8.99
3.99,3.99
24.13,24.13
6.99,6.99
6.99,6.99
9.99,9.99
7.99,7.99
11.46,11.46
11.99,11.99
25.28,25.28
17.99,17.99
9.99,9.99
9.49,9.49
6.99,6.99
9.51,9.51
3.99,3.99
7.99,7.99
6.39,6.39
17.23,17.23
7.99,7.99
9.99,9.99
10.59,10.59
8.72,8.72
3.99,3.99
15.79,15.79
7.49,7.49
12.99,12.99
5.99,5.99
10.99,10.99
8.39,8.39
12.99,12.99
6.99,6.99
3.99,3.99
4.49,4.49
9.99,9.99
2.5,2.5
8.99,8.99
3.99,3.99
11.46,11.46
12.99,12.99
9.99,9.99
9.49,9.49
5.79,5.79
12.99,10.503
5.79,5.79
12.99,12.99
7.49,7.49
13.78,13.78
12.99,10.503
10.19,10.19
7.99,7.99
9.99,9.99
6.99,6.99
9.99,9.99
11.48,11.48
14.99,14.99
3.99,3.99
17.99,17.99
4.49,4.49
7.99,7.99
6.49,6.49
17.99,17.99
19.99,19.99
25.28,25.28
18.79,18.79
9.99,9.99
7.99,7.99
6.36,6.36
12.99,12.99
6.99,6.99
26.99,26.99
5.79,5.79
14.99,14.99
7.99,10.503
9.99,9.99
24.13,24.13
4.99,4.99
6.49,6.49
12.99,12.99
5.67,5.67
4.09,4.09
3.02,3.02
29.32,29.32
24.13,24.13
29.9,29.9
6.99,6.99
15.79,15.79
7.99,7.99
7.49,7.49
7.49,7.49
6.99,6.99
7.49,7.49
9.99,9.99
12.99,10.503
7.19,7.19
12.99,12.99
10.58,10.58
11.99,11.99
29.9,29.9
9.99,9.99
26.99,26.574
5.79,5.79
3.99,3.99
7.99,7.99
6.99,6.99
7.99,7.99
14.99,14.99
12.99,12.99
7.99,7.99
12.56,12.56
17.99,17.99
7.99,7.99
7.99,7.99
9.49,9.49
25.28,25.28
12.99,12.99
5.79,5.79
8.99,8.99
6.99,6.99
19.53,19.53
19.99,19.99
13.8,13.8
11.49,11.49
9.99,9.99
7.99,7.99
6.59,6.59
3.02,3.02
3.99,3.99
3.99,3.99
6.99,6.99
4.49,4.49
12.99,12.99
3.99,3.99
7.63,7.63
17.23,17.23
2.9,2.9
16.41,16.41
9.99,9.99
9.99,9.99
7.99,7.99
9.51,9.51
3.99,3.99
3.99,3.99
9.49,9.49
8.99,8.99
9.99,9.99
3.99,3.99
12.99,12.99
9.99,9.99
12.99,12.99
12.99,12.99
9.99,9.99
7.99,7.99
3.99,3.99
6.49,6.49
7.99,7.99
6.99,6.99
3.99,3.99
6.99,6.99
3.99,3.99
7.99,7.99
7.99,7.99
3.99,3.99
2.9,2.9
12.99,12.99
4.49,4.49
7.49,7.49
9.49,9.49
2.9,2.9
13.99,13.99
5.99,5.99
17.99,17.99
14.99,14.99
17.99,17.99
13.78,13.78
3.99,3.99
3.02,3.02
7.99,7.99
1.52,1.52
14.99,14.99
6.99,6.99
3.02,3.02
10.58,10.58
11.48,10.121
12.99,12.99
3.99,3.99
6.99,6.99
12.99,12.99
12.99,12.99
9.99,9.99
3.99,3.99
3.99,3.99
5.94,5.94
10.19,10.19
5.79,5.79
7.49,7.49
33.99,33.819
12.99,12.99
7.99,7.99
3.99,3.99
7.49,7.49
7.99,7.99
19.99,19.879
9.49,9.49
12.99,12.99
7.49,7.49
7.99,7.99
12.99,12.99
7.99,7.99
17.99,17.99
15.99,15.99
18.79,18.79
9.99,9.99
9.76,9.76
9.49,9.49
369.0,369.0
9.99,9.99
3.99,3.99
6.59,6.59
11.48,11.48
9.99,9.99
17.99,17.99
12.99,12.99
6.39,6.39
12.99,12.99
9.99,9.99
4.98,4.98
5.21,5.21
13.99,13.99
14.99,14.99
3.99,3.99
19.44,19.44
6.39,6.39
13.99,13.99
12.99,12.99
17.8,17.8
7.46,7.46
9.99,9.99
9.99,9.99
6.49,6.49
11.48,11.48
7.49,7.49
9.49,9.49
17.99,17.99
9.99,9.99
12.99,12.99
6.99,6.99
4.99,4.99
3.99,3.99
2.02,2.02
3.99,3.99
13.8,13.8
7.99,7.99
14.99,14.99
12.99,12.99
13.78,13.78
9.99,9.99
10.49,10.49
9.99,9.99
9.99,9.99
19.44,19.44
369.0,369.0
7.99,7.99
12.99,12.99
4.49,4.49
7.99,7.99
7.99,7.99
3.02,3.02
12.99,12.99
6.49,6.49
7.99,7.99
4.99,4.99
13.27,13.27
7.99,7.99
12.99,12.99
3.99,3.99
4.99,4.99
12.99,12.99
4.98,4.98
3.99,3.99
6.99,6.99
5.79,5.79
7.49,7.49
6.99,6.99
3.99,3.99
2.5,2.5
16.99,16.99
18.99,18.99
9.99,9.99
9.99,9.99
11.48,11.48
9.99,9.99
25.28,25.28
3.78,3.78
5.99,5.99
7.99,7.99
7.99,7.99
11.48,11.48
17.99,17.99
26.99,26.99
6.99,6.99
5.94,5.94
12.99,12.99
18.99,18.99
21.99,21.99
9.99,9.99
7.19,7.19
33.99,33.819
7.99,7.99
12.99,12.99
3.23,3.23
24.13,24.13
9.49,9.49
13.8,13.8
9.99,9.99
7.99,7.99
7.49,7.49
4.49,4.49
11.48,11.48
9.99,9.99
3.99,3.99
3.99,3.99
12.99,12.99
11.48,11.48
12.99,12.99
9.99,9.99
3.99,3.99
9.49,9.49
7.49,7.49
29.32,29.32
14.99,14.99
6.99,6.99
7.49,7.49
9.99,9.99
7.99,7.99
5.79,5.79
13.99,13.99
12.99,12.99
9.99,9.99
17.99,17.99
9.99,9.99
12.99,12.99
6.99,6.99
12.99,12.99
15.29,15.29
6.99,6.99
3.99,3.99
3.99,3.99
10.59,10.59
6.99,6.99
9.51,9.51
5.99,5.99
20.98,20.98
6.99,6.99
33.99,33.819
3.02,3.02
12.99,12.99
7.99,7.99
6.99,6.99
3.99,3.99
3.99,3.99
11.48,11.48
3.99,3.99
14.99,14.99
10.49,10.49
22.98,22.98
7.63,7.63
9.99,9.99
6.99,6.99
17.99,17.99
10.49,10.49
6.99,6.99
7.99,7.99
6.99,6.99
7.19,7.19
8.39,8.39
9.49,9.49
13.99,13.99
9.99,9.99
9.49,9.49
9.99,9.99
14.99,14.99
4.2,4.2
8.99,8.99
15.49,15.49
269.0,269.0
5.99,5.99
7.49,7.49
12.99,12.99
9.99,9.99
6.99,6.99
12.99,12.99
19.99,19.99
3.23,3.23
14.99,14.99
6.99,6.99
9.99,9.99
3.99,3.99
7.99,7.99
9.49,9.49
18.99,18.99
9.99,9.99
9.99,9.99
5.99,5.99
7.99,7.99
9.49,9.49
4.2,4.2
6.99,6.99
9.99,9.99
9.99,9.99
12.56,12.56
7.49,7.49
14.99,14.99
17.8,17.8
12.99,12.99
9.99,9.99
9.51,9.51
1.52,1.52
20.98,20.98
9.49,9.49
7.99,7.99
6.39,6.39
3.99,3.99
7.99,7.99
3.99,3.99
7.99,7.99
17.99,17.99
17.99,17.99
11.49,11.49
18.38,18.38
12.06,12.06
9.99,9.99
3.99,3.99
10.99,10.99
12.99,12.99
9.99,9.99
24.13,24.13
13.98,13.98
9.76,9.76
6.99,6.99
8.99,8.99
17.99,17.99
9.99,9.99
21.99,21.99
7.99,7.99
6.99,6.99
7.99,7.99
6.99,6.99
9.99,9.99
19.77,19.77
7.99,7.99
13.98,13.98
11.99,11.99
10.19,10.19
6.99,6.99
3.99,3.99
8.99,8.99
7.99,7.99
139.0,139.0
12.56,12.56
12.99,12.99
18.38,18.38
16.98,16.98
11.48,11.48
7.99,7.99
12.56,12.56
12.99,12.99
11.48,11.48
6.99,6.99
4.49,4.49
12.99,12.99
11.48,11.48
11.48,11.48
10.99,10.99
11.99,11.99
3.99,3.99
6.99,6.99
12.99,12.99
12.99,12.99
5.99,5.99
12.06,12.06
6.99,6.99
9.99,9.99
7.99,7.99
12.99,12.99
4.49,4.49
17.99,17.99
3.99,3.99
11.48,11.48
11.99,11.99
7.99,7.99
5.99,5.99
4.99,4.99
19.99,19.99
11.48,11.48
9.99,9.99
3.99,3.99
6.99,6.99
12.99,12.99
7.99,7.99
3.99,3.99
5.99,5.99
7.46,7.46
14.99,14.99
5.79,5.79
3.99,3.99
4.09,4.09
7.99,7.99
9.49,9.49
2.02,2.02
12.06,12.06
22.98,22.98
10.49,10.49
6.99,6.99
3.99,3.99
5.99,5.99
3.99,3.99
6.99,6.99
7.99,7.99
5.99,5.99
7.49,7.49
5.79,5.79
6.99,6.99
7.99,7.99
7.99,7.99
7.99,7.99
5.99,5.99
12.99,12.99
21.25,21.25
14.99,14.99
18.38,18.38
6.99,6.99
10.59,10.59
11.48,11.48
4.99,4.99
24.5,24.5
9.51,9.51
10.99,10.99
7.99,7.99
17.23,17.23
19.99,19.879
7.99,7.99
7.49,7.49
2.5,2.5
3.99,3.99
22.99,22.99
12.99,12.99
7.99,7.99
12.99,12.99
5.94,5.94
11.49,11.49
11.49,11.49
6.99,6.99
13.27,13.27
10.49,10.49
26.99,26.574
25.28,25.28
17.99,17.99
12.06,12.06
8.99,8.99
9.99,9.99
7.99,7.99
14.36,14.36
3.99,3.99
9.99,9.99
7.99,7.99
9.99,9.99
3.99,3.99
3.99,3.99
9.49,9.49
13.78,13.78
7.99,7.99
9.99,9.99
9.99,9.99
12.99,12.99
20.98,20.98
19.53,19.53
30.5,30.5
3.99,3.99
4.09,4.09
7.99,7.99
29.9,29.9
9.99,9.99
12.99,12.99
6.99,6.99
15.49,15.49
12.99,12.99
13.78,13.78
6.99,6.99
8.99,8.99
9.49,9.49
3.99,3.99
4.49,4.49
9.99,9.99
19.53,19.53
8.99,8.99
7.99,7.99
7.99,7.99
13.78,13.78
7.49,7.49
6.99,6.99
5.99,5.99
3.99,3.99
12.99,12.99
7.49,7.49
7.99,7.99
5.79,5.79
8.03,10.121
12.99,12.99
3.99,3.99
12.99,12.99
3.99,3.99
3.99,3.99
12.99,12.99
9.49,9.49
24.41,24.41
3.99,3.99
5.79,5.79
12.99,12.99
9.99,9.99
9.99,9.99
14.36,14.36
16.41,16.41
26.99,26.99
12.99,12.99
9.49,9.49
9.76,9.76
9.99,9.99
9.99,9.99
10.99,10.99
15.49,15.49
9.99,9.99
9.49,9.49
7.99,7.99
21.99,21.99
25.28,25.28
18.38,18.38
9.99,9.99
7.99,7.99
10.49,10.49
10.19,10.19
13.99,13.99
9.49,9.49
6.99,6.99
8.99,8.99
5.99,5.99
15.99,15.99
7.99,7.99
14.99,14.99
13.27,13.27
19.99,19.99
13.99,13.99
9.99,9.99
3.99,3.99
26.99,26.99
17.99,17.99
7.49,7.49
13.78,13.78
11.99,11.99
6.59,6.59
30.5,30.5
12.99,12.99
25.28,25.28
4.98,4.98
12.99,12.99
2.02,2.02
10.49,10.49
9.99,9.99
10.19,10.19
7.99,7.99
3.99,3.99
13.99,13.99
6.99,6.99
9.49,9.49
16.99,16.99
11.99,11.99
7.99,7.99
26.99,26.99
7.49,7.49
3.72,3.72
12.99,12.99
22.98,22.98
9.99,9.99
11.99,11.99
12.99,12.99
7.49,7.49
9.99,9.99
7.99,7.99
28.99,28.755
14.99,14.99
30.5,30.5
9.49,9.49
6.59,6.59
10.99,10.99
8.99,8.99
25.28,25.28
6.99,6.99
3.99,3.99
14.99,14.99
6.99,6.99
14.99,14.99
7.99,7.99
4.2,4.2
17.99,17.99
12.99,12.99
7.99,7.99
12.99,12.99
5.99,5.99
9.99,9.99
14.99,14.99
3.99,3.99
9.1,9.1
7.99,7.99
13.27,13.27
10.49,10.49
7.99,7.99
15.79,15.79
15.79,15.79
3.99,3.99
21.99,21.99
24.13,24.13
9.99,9.99
16.99,16.99
11.48,11.48
3.99,3.99
21.99,21.99
14.36,14.36
6.99,6.99
5.79,5.79
25.28,25.28
9.99,9.99
16.98,16.98
12.99,12.99
7.99,7.99
7.99,7.99
4.49,4.49
10.49,10.49
7.99,7.99
9.99,9.99
10.99,10.99
11.48,11.48
6.99,6.99
3.99,3.99
9.49,9.49
9.49,9.49
5.79,5.79
5.99,5.99
21.83,21.716
25.28,25.28
7.99,7.99
25.28,25.28
26.99,26.99
13.99,13.99
11.49,11.49
9.99,9.99
23.99,23.99
7.99,7.99
12.99,12.99
9.76,9.76
9.99,9.99
6.99,6.99
7.99,7.99
7.99,7.99
27.99,27.99
8.99,8.99
14.99,14.99
9.99,9.99
11.48,11.48
6.99,6.99
9.49,9.49
5.99,5.99
11.48,11.48
17.89,17.89
7.99,7.99
13.99,13.99
25.28,25.28
9.99,9.99
20.98,20.98
7.99,7.99
10.49,10.49
19.77,19.77
5.79,5.79
13.78,13.78
9.99,9.99
3.99,3.99
9.49,9.49
26.99,26.99
3.99,3.99
5.67,5.67
12.99,12.99
7.99,7.99
12.06,12.06
6.99,6.99
15.79,15.79
7.99,7.99
7.99,7.99
24.13,24.13
14.99,14.99
30.5,30.5
9.99,9.99
13.78,13.78
7.49,7.49
7.99,7.99
8.99,8.99
3.99,3.99
7.99,7.99
7.99,7.99
9.49,9.49
12.99,12.99
12.99,10.503
5.99,5.99
17.99,17.99
10.19,10.19
9.49,9.49
5.94,5.94
12.99,12.99
7.99,7.99
11.48,11.48
6.99,6.99
7.49,7.49
9.99,9.99
25.28,25.28
11.48,11.48
5.79,5.79
5.79,5.79
6.39,6.39
9.99,9.99
20.98,20.98
5.94,5.94
17.8,17.8
6.99,6.99
6.99,6.99
9.49,9.49
20.99,20.99
9.99,9.99
21.83,21.716
7.99,7.99
5.79,5.79
12.99,12.99
8.99,8.99
7.49,7.49
7.99,7.99
4.49,4.49
17.23,17.23
12.06,12.06
9.99,9.99
21.83,21.716
7.99,7.99
7.99,7.99
7.99,7.99
24.13,24.13
5.99,5.99
12.99,12.99
6.99,6.99
7.99,7.99
25.28,25.28
7.99,7.99
12.99,12.99
5.99,5.99
11.48,10.121
7.99,7.99
17.8,17.8
11.48,11.48
12.99,12.99
3.99,3.99
12.99,12.99
4.49,4.49
5.21,5.21
12.99,12.99
9.49,9.49
6.99,6.99
3.99,3.99
12.99,12.99
22.98,22.98
8.99,8.99
9.99,9.99
3.99,3.99
7.99,7.99
15.29,15.29
6.49,6.49
3.99,3.99
9.99,9.99
7.99,7.99
5.99,5.99
7.99,7.99
7.49,7.49
7.49,7.49
6.99,6.99
7.99,7.99
12.99,12.99
12.99,12.99
7.49,7.49
19.77,19.77
7.99,7.99
9.99,9.99
9.49,9.49
9.99,9.99
14.99,14.99
8.72,8.72
9.49,9.49
13.98,13.98
3.99,3.99
4.49,4.49
11.99,11.99
12.99,12.99
26.99,26.99
12.99,12.99
6.99,6.99
3.99,3.99
3.99,3.99
6.99,6.99
12.99,12.99
11.48,11.48
25.28,25.28
7.99,7.99
9.76,9.76
7.99,7.99
12.99,12.99
9.76,9.76
7.99,7.99
10.49,10.49
12.99,12.99
13.78,13.78
11.48,11.48
14.99,14.99
3.99,3.99
9.99,9.99
13.99,13.99
11.48,11.48
11.48,11.48
12.06,12.06
13.78,13.78
15.79,15.79
9.99,9.99
12.99,12.99
3.99,3.99
7.99,7.99
12.99,12.99
